SpikeMax,SpikeMin,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16
,"{""SMR3B"", ""protein_coding:SLVRNA""}","{""STK38L"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CD24"", ""protein_coding:SLVRNA""}","{""ATP13A3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PPIA"", ""protein_coding:SLVRNA""}","{""COTL1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RP11-467L13.7"", ""antisense:SLVRNA""}","{""KRT6C"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RAB10"", ""protein_coding:SLVRNA""}","{""LAMP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PPDPF"", ""protein_coding:SLVRNA""}","{""GPBP1L1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CTTN"", ""protein_coding:SLVRNA""}","{""ITGAM"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HSPB8"", ""protein_coding:SLVRNA""}","{""MAP2K3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TINAGL1"", ""protein_coding:SLVRNA""}","{""ZNF431"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PPP1CA"", ""protein_coding:SLVRNA""}","{""OSBPL2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ARHGAP27"", ""protein_coding:SLVRNA""}","{""NCOR2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NACA"", ""protein_coding:SLVRNA""}","{""RBMXL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""BCAP31"", ""protein_coding:SLVRNA""}","{""RP1-257A7.4"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SH3BGRL3"", ""protein_coding:SLVRNA""}","{""PCNX1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""C15orf62"", ""protein_coding:SLVRNA""}","{""PLEKHM1P"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""KRT23"", ""protein_coding:SLVRNA""}","{""CS"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""KRT15"", ""protein_coding:SLVRNA""}","{""GTPBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ADIPOR2"", ""protein_coding:SLVRNA""}","{""EDEM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""KLK13"", ""nonsense_mediated_decay:SLVRNA""}","{""TRIM56"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SQSTM1"", ""retained_intron:SLVRNA""}","{""PAFAH1B1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EPS8L1"", ""nonsense_mediated_decay:SLVRNA""}","{""PLEK"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PLBD1"", ""protein_coding:SLVRNA""}","{""RP11-504P24.2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HIST3H2A"", ""protein_coding:SLVRNA""}","{""ARAP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HIST1H2BC"", ""protein_coding:SLVRNA""}","{""NFYA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZNHIT1"", ""protein_coding:SLVRNA""}","{""DHX34"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SRA1"", ""retained_intron:SLVRNA""}","{""ALPL"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NCF1"", ""retained_intron:SLVRNA""}","{""CAMKK2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HIST1H2AC"", ""protein_coding:SLVRNA""}","{""IRAK3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SIPA1"", ""retained_intron:SLVRNA""}","{""ITGAL"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RNF145"", ""protein_coding:SLVRNA""}","{""ANKLE2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RANBP9"", ""protein_coding:SLVRNA""}","{""TNFAIP2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZHX1"", ""protein_coding:SLVRNA""}","{""AC007278.3"", ""sense_intronic:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EGLN1"", ""protein_coding:SLVRNA""}","{""SLFN5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""BNIP3L"", ""protein_coding:SLVRNA""}","{""FCGR2A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PLP2"", ""protein_coding:SLVRNA""}","{""IL7R"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CDC37"", ""protein_coding:SLVRNA""}","{""NFKB2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RPS26"", ""protein_coding:SLVRNA""}","{""SUSD6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SIAH1"", ""protein_coding:SLVRNA""}","{""PRICKLE4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TRAM1"", ""protein_coding:SLVRNA""}","{""GLUL"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NDUFB9"", ""protein_coding:SLVRNA""}","{""RNF213"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CCL4"", ""retained_intron:SLVRNA""}","{""MX1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NDUFB4"", ""protein_coding:SLVRNA""}","{""RHOF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TAX1BP1"", ""protein_coding:SLVRNA""}","{""HMOX2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NDUFS5"", ""protein_coding:SLVRNA""}","{""IFIT3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""STK39"", ""protein_coding:SLVRNA""}","{""LAMC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CCDC124"", ""protein_coding:SLVRNA""}","{""STOM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NRDC"", ""processed_transcript:SLVRNA""}","{""YME1L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SNX1"", ""protein_coding:SLVRNA""}","{""CYP4F3LP"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""GPR109B"", ""protein_coding:SLVRNA""}","{""ZNF267"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RIPOR2"", ""protein_coding:SLVRNA""}","{""ELMO1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""GNB2"", ""protein_coding:SLVRNA""}","{""BECN1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""BPIFB2"", ""protein_coding:SLVRNA""}","{""ZNF598"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ATG3"", ""protein_coding:SLVRNA""}","{""CPA4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CD302"", ""protein_coding:SLVRNA""}","{""ATP2A2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""STUB1"", ""protein_coding:SLVRNA""}","{""RPS6KA1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ETFB"", ""protein_coding:SLVRNA""}","{""SEPT7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SERF2"", ""protein_coding:SLVRNA""}","{""IL17RA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""DCN"", ""protein_coding:SLVRNA""}","{""GRB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TSPYL1"", ""protein_coding:SLVRNA""}","{""MX2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FXYD5"", ""protein_coding:SLVRNA""}","{""SH3BP2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PCF11"", ""TEC:SLVRNA""}","{""TJP3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""OST4"", ""protein_coding:SLVRNA""}","{""GABARAPL1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RPN1"", ""protein_coding:SLVRNA""}","{""H2AFY"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PREX1"", ""nonsense_mediated_decay:SLVRNA""}","{""ARHGEF10L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CTGF"", ""protein_coding:SLVRNA""}","{""SAMD9L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TOB1"", ""protein_coding:SLVRNA""}","{""TMEM256"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LY6D"", ""protein_coding:SLVRNA""}","{""GIT2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LAMB3"", ""protein_coding:SLVRNA""}","{""SLC31A2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ATG16L2"", ""retained_intron:SLVRNA""}","{""DGKA"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MAP3K3"", ""protein_coding:SLVRNA""}","{""RP11-666F17.1"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MEFV"", ""protein_coding:SLVRNA""}","{""RP11-12A20.7"", ""unprocessed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HM13"", ""processed_transcript:SLVRNA""}","{""FLT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CERCAM"", ""protein_coding:SLVRNA""}","{""EXOSC10"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""AKT2"", ""retained_intron:SLVRNA""}","{""LLNLF-96A1.1"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,
,"{""AKT1S1"", ""protein_coding:SLVRNA""}","{""TAC4"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RAD21"", ""protein_coding:SLVRNA""}","{""RELA"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""UNC93B1"", ""protein_coding:SLVRNA""}","{""ACTG1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ELMSAN1"", ""retained_intron:SLVRNA""}","{""LRIF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""UBAP2L"", ""processed_transcript:SLVRNA""}","{""BAZ2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CCRL2"", ""protein_coding:SLVRNA""}","{""NSMAF"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SNN"", ""protein_coding:SLVRNA""}","{""TIA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TRIM28"", ""retained_intron:SLVRNA""}","{""IFITM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NUDC"", ""protein_coding:SLVRNA""}","{""LRRC25"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PLAGL2"", ""protein_coding:SLVRNA""}","{""EAF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ALOX5"", ""protein_coding:SLVRNA""}","{""SRGN"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LEMD2"", ""protein_coding:SLVRNA""}","{""RBM5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NLRP1"", ""protein_coding:SLVRNA""}","{""HEXIM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ENG"", ""protein_coding:SLVRNA""}","{""SHKBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CECR1"", ""protein_coding:SLVRNA""}","{""EGR2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""APMAP"", ""protein_coding:SLVRNA""}","{""RASGRP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""COPZ1"", ""protein_coding:SLVRNA""}","{""GLT1D1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PATL1"", ""protein_coding:SLVRNA""}","{""SSNA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZNF706"", ""protein_coding:SLVRNA""}","{""MAP2K7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EFHD2"", ""protein_coding:SLVRNA""}","{""TRMT2A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CYB5R3"", ""protein_coding:SLVRNA""}","{""RPL35A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TMEM259"", ""retained_intron:SLVRNA""}","{""S100A11"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CDIPT"", ""protein_coding:SLVRNA""}","{""H3F3B"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SMG7"", ""protein_coding:SLVRNA""}","{""TPT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""AK2"", ""protein_coding:SLVRNA""}","{""S100A8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FUT2"", ""protein_coding:SLVRNA""}","{""CALM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RP11-326C3.2"", ""antisense:SLVRNA""}","{""RGS2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FCHSD1"", ""protein_coding:SLVRNA""}","{""CIR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""POM121"", ""protein_coding:SLVRNA""}","{""H3F3A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""H6PD"", ""protein_coding:SLVRNA""}","{""CXCL8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""DCUN1D3"", ""protein_coding:SLVRNA""}","{""B2M"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""GUCD1"", ""protein_coding:SLVRNA""}","{""AIF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SAFB"", ""protein_coding:SLVRNA""}","{""TMSB4X"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FKBP15"", ""protein_coding:SLVRNA""}","{""B2M"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SLC9A8"", ""protein_coding:SLVRNA""}","{""RPL26"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""YEATS2"", ""protein_coding:SLVRNA""}","{""S100A2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TUBGCP6"", ""processed_transcript:SLVRNA""}","{""TACSTD2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""BUB3"", ""protein_coding:SLVRNA""}","{""SPRR1B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZC3H7A"", ""retained_intron:SLVRNA""}","{""C15orf48"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CBX4"", ""protein_coding:SLVRNA""}","{""AC005083.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,
,"{""AGAP6"", ""protein_coding:SLVRNA""}","{""F3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SCAMP1"", ""protein_coding:SLVRNA""}","{""SLPI"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZBTB7A"", ""protein_coding:SLVRNA""}","{""ODAM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ELAVL1"", ""protein_coding:SLVRNA""}","{""FDCSP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ITPKB"", ""protein_coding:SLVRNA""}","{""FAM49B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NACC2"", ""protein_coding:SLVRNA""}","{""ERO1A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EXPH5"", ""protein_coding:SLVRNA""}","{""TMEM41A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""UBTF"", ""protein_coding:SLVRNA""}","{""HTN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LAIR1"", ""protein_coding:SLVRNA""}","{""STATH"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HOOK2"", ""retained_intron:SLVRNA""}","{""TNFAIP2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RARS2"", ""protein_coding:SLVRNA""}","{""DIS3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LILRB5"", ""retained_intron:SLVRNA""}","{""VAPA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""DAGLB"", ""protein_coding:SLVRNA""}","{""UBE2B"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RELL1"", ""protein_coding:SLVRNA""}","{""RALA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EXOC8"", ""protein_coding:SLVRNA""}","{""SAA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""GET4"", ""protein_coding:SLVRNA""}","{""RPS7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TMEM194A"", ""protein_coding:SLVRNA""}","{""STIP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MB21D2"", ""protein_coding:SLVRNA""}","{""NRBF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LEMD3"", ""protein_coding:SLVRNA""}","{""IL36G"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ITGB7"", ""protein_coding:SLVRNA""}","{""IL1A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SLC25A13"", ""protein_coding:SLVRNA""}","{""SAT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PAGR1"", ""protein_coding:SLVRNA""}","{""STK38"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SCARF1"", ""protein_coding:SLVRNA""}","{""UBE2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FAM160A1"", ""protein_coding:SLVRNA""}","{""TALDO1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""KEAP1"", ""protein_coding:SLVRNA""}","{""MYL12B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NINL"", ""protein_coding:SLVRNA""}","{""CARHSP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ATG9B"", ""protein_coding:SLVRNA""}","{""FCGR3B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TJP2"", ""protein_coding:SLVRNA""}","{""TXNIP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SHC1"", ""protein_coding:SLVRNA""}","{""CLEC2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""HLA-V"", ""processed_transcript:SLVRNA""}","{""NPM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ARHGEF11"", ""protein_coding:SLVRNA""}","{""IL1B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PROM2"", ""protein_coding:SLVRNA""}","{""CD53"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MFSD11"", ""protein_coding:SLVRNA""}","{""SAMSN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CISH"", ""retained_intron:SLVRNA""}","{""IFITM3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""POLR2K"", ""protein_coding:SLVRNA""}","{""SPCS1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LILRA2"", ""protein_coding:SLVRNA""}","{""GADD45A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""GOLM1"", ""protein_coding:SLVRNA""}","{""MNDA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TRADD"", ""protein_coding:SLVRNA""}","{""GCA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SPINK5"", ""retained_intron:SLVRNA""}","{""ITM2B"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EPS8L2"", ""protein_coding:SLVRNA""}","{""ANGPTL4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EPN1"", ""protein_coding:SLVRNA""}","{""GPCPD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""AC069513.3"", ""lincRNA:SLVRNA""}","{""MMP12"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CYSRT1"", ""protein_coding:SLVRNA""}","{""NCKAP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MGLL"", ""protein_coding:SLVRNA""}","{""TMEM165"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""TNIP1"", ""protein_coding:SLVRNA""}","{""ELOC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MAP3K9"", ""protein_coding:SLVRNA""}","{""CTSA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ARL4C"", ""protein_coding:SLVRNA""}","{""CH507-513H4.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,
,"{""KPNB1"", ""retained_intron:SLVRNA""}","{""CH507-528H12.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,
,"{""IL10RA"", ""retained_intron:SLVRNA""}","{""CEBPB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SERPINA3"", ""protein_coding:SLVRNA""}","{""IFNGR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PBX2"", ""retained_intron:SLVRNA""}","{""DDIT3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ZNF513"", ""protein_coding:SLVRNA""}","{""PDAP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FBXL13"", ""protein_coding:SLVRNA""}","{""STAT6"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SPHK1"", ""protein_coding:SLVRNA""}","{""SRP54"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PRDX6"", ""protein_coding:SLVRNA""}","{""ARIH2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""CAPN14"", ""nonsense_mediated_decay:SLVRNA""}","{""FBXO38"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SDHD"", ""protein_coding:SLVRNA""}","{""SNORA31"", ""snoRNA:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SAP30BP"", ""nonsense_mediated_decay:SLVRNA""}","{""PRKCSH"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""ERN1"", ""protein_coding:SLVRNA""}","{""XRCC6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NUS1"", ""protein_coding:SLVRNA""}","{""PIGT"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""SUZ12"", ""protein_coding:SLVRNA""}","{""IFIT2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""POLR2C"", ""protein_coding:SLVRNA""}","{""GBP5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""BPIFA2"", ""protein_coding:SLVRNA""}","{""GBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""PGLYRP3"", ""protein_coding:SLVRNA""}","{""INHBA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""EPHA2"", ""processed_transcript:SLVRNA""}","{""CD163"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""LGALS9"", ""nonsense_mediated_decay:SLVRNA""}","{""SH3GLB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MAP1LC3A"", ""protein_coding:SLVRNA""}","{""CLCA4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NPEPL1"", ""protein_coding:SLVRNA""}","{""RPS14"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RP11-36B6.2"", ""lincRNA:SLVRNA""}","{""RPL39"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""MARK4"", ""protein_coding:SLVRNA""}","{""RPL9P9"", ""transcribed_processed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,
,"{""FPR3"", ""protein_coding:SLVRNA""}","{""TMSB10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""C18orf25"", ""protein_coding:SLVRNA""}","{""CSTB"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,
,"{""NAIP"", ""nonsense_mediated_decay:SLVRNA""}","{""PNP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,
,"{""RP3-508I15.21"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAP4K2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PAFAH1B2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GRPEL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAVS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NABP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SHOC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FKBP1A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SAE1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ST13"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-1099M24.6"", ""TEC:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SFT2D1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SERTAD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMED2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VAMP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LYPLA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4A1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PINK1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IFI27"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
